PERMNO,date,MSFT,CRSPVWRET
10107,19971017,-0.012369,-0.012782
10107,19971020,0.00189,0.011091
10107,19971021,0.045283,0.015927
10107,19971022,-0.020307,-0.00262
10107,19971023,-0.000461,-0.018019
10107,19971024,-0.001843,-0.007926
10107,19971027,-0.048015,-0.06525
10107,19971028,0.034918,0.040183
10107,19971029,-0.018744,0.001266
10107,19971030,-0.017192,-0.015518
10107,19971031,0.01069,0.011766
10107,19971103,0.031731,0.023026
10107,19971104,0.000932,0.002357
10107,19971105,-0.005121,0.003803
10107,19971106,-0.011231,-0.004868
10107,19971107,-0.003786,-0.012737
10107,19971110,-0.010451,-0.004944
10107,19971111,0.003361,0.000503
10107,19971112,-0.011005,-0.019461
10107,19971113,0.018384,0.008105
10107,19971114,0.013302,0.012087
10107,19971117,0.011721,0.018269
10107,19971118,-0.006487,-0.007714
10107,19971119,0.007929,0.004138
10107,19971120,0.01342,0.0135
10107,19971121,0.007306,0.002719
10107,19971124,-0.017226,-0.01628
10107,19971125,0.02583,0.003213
10107,19971126,0.018435,0.001533
10107,19971128,-0.000442,0.003752
10107,19971201,0.016343,0.017384
10107,19971202,-0.010865,-0.002696
10107,19971203,0.017135,0.005364
10107,19971204,-0.014687,-0.001628
10107,19971205,0.003946,0.009801
10107,19971208,0.020961,0.000963
10107,19971209,-0.012404,-0.007219
10107,19971210,-0.014292,-0.007872
10107,19971211,-0.022408,-0.015729
10107,19971212,-0.016629,-0.002876
10107,19971215,-0.00457,0.006388
10107,19971216,0.021579,0.006073
10107,19971217,-0.024719,-0.000969
10107,19971218,-0.035023,-0.010296
10107,19971219,-0.016714,-0.006801
10107,19971222,-0.013113,0.005839
10107,19971223,-0.029035,-0.011394
10107,19971224,-0.035479,-0.005278
10107,19971226,0.015239,0.003287
10107,19971229,0.046066,0.016176
10107,19971230,0.031173,0.017562
10107,19971231,-0.007678,0.002605
10107,19980102,0.014507,0.002498
10107,19980105,-0.00572,0.002276
10107,19980106,0.005753,-0.010232
10107,19980107,-0.011916,-0.003519
10107,19980108,0.007236,-0.008325
10107,19980109,-0.02682,-0.029333
10107,19980112,0.019685,0.006963
10107,19980113,0.02027,0.015255
10107,19980114,-0.007569,0.006376
10107,19980115,0.009056,-0.005708
10107,19980116,0.022201,0.011205
10107,19980120,0.018946,0.016299
10107,19980121,-0.005896,-0.006191
10107,19980122,0.011861,-0.008412
10107,19980123,-0.002705,-0.004857
10107,19980126,0.025316,-0.002026
10107,19980127,0.02425,0.009813
10107,19980128,0.026259,0.010036
10107,19980129,-0.005034,0.007384
10107,19980130,0.006324,-0.003795
10107,19980202,0.038123,0.018917
10107,19980203,0.006457,0.005193
10107,19980204,0.006014,0.002684
10107,19980205,-0.008768,-0.000798
10107,19980206,0.01729,0.007615
10107,19980209,-0.005929,-0.000656
10107,19980210,0.013121,0.00805
10107,19980211,-0.001962,0.001574
10107,19980212,-0.00118,0.003473
10107,19980213,-0.007874,-0.002179
10107,19980217,-0.019841,0.001661
10107,19980218,0.001619,0.007974
10107,19980219,0.001617,-0.001956
10107,19980220,0.001614,0.003766
10107,19980223,0.052377,0.004394
10107,19980224,0.006126,-0.006709
10107,19980225,0.034247,0.011481
10107,19980226,0.006623,0.005983
10107,19980227,-0.008772,0.000767
10107,19980302,-0.016962,-0.001234
10107,19980303,0.014254,0.003597
10107,19980304,-0.025888,-0.003851
10107,19980305,-0.027335,-0.010026
10107,19980306,0.033568,0.018263
10107,19980309,-0.038142,-0.002918
10107,19980310,0.02395,0.010609
10107,19980311,-0.009969,0.004919
10107,19980312,0.014717,0.001652
10107,19980313,0.006107,-0.00051
10107,19980316,-0.004552,0.008695
10107,19980317,-0.019817,0.000984
10107,19980318,0.017107,0.004672
10107,19980319,0.003058,0.004084
10107,19980320,-0.001524,0.005978
10107,19980323,0.024427,-0.002713
10107,19980324,0.012668,0.008425
10107,19980325,0.045622,-0.001829
10107,19980326,-0.006334,-0.000184
10107,19980327,-0.004958,-0.003694
10107,19980330,0.001423,-0.002189
10107,19980331,0.017768,0.007673
10107,19980401,0.009777,0.00615
10107,19980402,0.010373,0.008177
10107,19980403,0.01848,0.001943
10107,19980406,-0.03293,-0.002448
10107,19980407,-0.029882,-0.010432
10107,19980408,0.019341,-0.004353
10107,19980409,0.000703,0.007809
10107,19980413,-0.004213,-0.000311
10107,19980414,-0.002116,0.007068
10107,19980415,0.033216,0.004031
10107,19980416,0.00342,-0.008238
10107,19980417,0.004772,0.010681
10107,19980420,0.027137,0.001873
10107,19980421,0.002642,0.002598
10107,19980422,0.042161,0.002798
10107,19980423,-0.044248,-0.01075
10107,19980424,-0.025132,-0.009536
10107,19980427,-0.019674,-0.021239
10107,19980428,-0.004844,0.002042
10107,19980429,0.006954,0.009058
10107,19980430,-0.004144,0.014625
10107,19980501,-0.005548,0.006414
10107,19980504,-0.017434,0.001749
10107,19980505,-0.003549,-0.005628
10107,19980506,-0.01567,-0.007841
10107,19980507,-0.034732,-0.008103
10107,19980508,0.028486,0.01066
10107,19980511,-0.017493,-0.002003
10107,19980512,0.017062,0.005204
10107,19980513,0.014588,0.002481
10107,19980514,0.023005,-0.001594
10107,19980515,0.005622,-0.007218
10107,19980518,-0.037736,-0.004329
10107,19980519,0.005084,0.004016
10107,19980520,-0.008671,0.004906
10107,19980521,0.007289,-0.003107
10107,19980522,-0.009407,-0.004931
10107,19980526,-0.022644,-0.014828
10107,19980527,0.028401,-0.003928
10107,19980528,0.003634,0.005968
10107,19980529,-0.017379,-0.003673
10107,19980601,-0.012528,-0.003557
10107,19980602,0.020896,0.002243
10107,19980603,-0.013889,-0.007366
10107,19980604,0.020756,0.009505
10107,19980605,0.002179,0.013883
10107,19980608,-0.006522,0.0028
10107,19980609,0.016047,0.002433
10107,19980610,-0.012204,-0.00717
10107,19980611,-0.007994,-0.014528
10107,19980612,0.005128,0.00082
10107,19980615,0.002187,-0.019643
10107,19980616,0.045818,0.01002
10107,19980617,0.013213,0.016311
10107,19980618,0.001373,-0.001685
10107,19980619,0.038382,-0.00394
10107,19980622,0.011881,0.003479
10107,19980623,0.051533,0.013154
10107,19980624,0.041563,0.011201
10107,19980625,-0.032162,-0.002646
10107,19980626,0.028308,0.003007
10107,19980629,0.028725,0.00564
10107,19980630,0.008726,-0.001381
10107,19980701,0.009227,0.010824
10107,19980702,-0.019429,-0.00167
10107,19980706,0.005245,0.00852
10107,19980707,0.001159,-0.001401
10107,19980708,0.01795,0.008746
10107,19980709,0.010239,-0.004986
10107,19980710,0.019707,0.003026
10107,19980713,0.038653,0.000947
10107,19980714,-0.009038,0.008412
10107,19980715,0.007511,-0.000678
10107,19980716,0,0.006445
10107,19980717,0.004792,0.001777
10107,19980720,-0.007949,-0.001093
10107,19980721,-0.035791,-0.01512
10107,19980722,0.034903,-0.003009
10107,19980723,-0.03212,-0.01997
10107,19980724,0.00719,-0.00175
10107,19980727,0.02581,0.001435
10107,19980728,-0.038544,-0.014392
10107,19980729,-0.01392,-0.004694
10107,19980730,0.024845,0.014274
10107,19980731,-0.030854,-0.018214
10107,19980803,-0.013644,-0.008598
10107,19980804,-0.036311,-0.034757
10107,19980805,-0.001794,0.004459
10107,19980806,0.024566,0.010227
10107,19980807,-0.009357,0.00421
10107,19980810,-0.013577,-0.005857
10107,19980811,-0.009575,-0.016917
10107,19980812,0.01571,0.015636
10107,19980813,-0.010708,-0.008869
10107,19980814,0.003007,-0.009413
10107,19980817,0.029376,0.014931
10107,19980818,0.036692,0.016335
10107,19980819,-0.00618,-0.004254
10107,19980820,0.018089,-0.00648
10107,19980821,-0.017213,-0.011825
10107,19980824,-0.00226,0.003383
10107,19980825,0.022084,0.002485
10107,19980826,-0.002216,-0.010921
10107,19980827,-0.029428,-0.039433
10107,19980828,-0.036613,-0.016001
10107,19980831,-0.08848,-0.065905
10107,19980901,0.055375,0.034987
10107,19980902,-0.00679,0.000744
10107,19980903,-0.013052,-0.010336
10107,19980904,-0.026448,-0.006699
10107,19980908,0.055304,0.04835
10107,19980909,0.002758,-0.017532
10107,19980910,-0.01467,-0.024597
10107,19980911,0.034739,0.02608
10107,19980914,0.016787,0.020014
10107,19980915,0.021816,0.006943
10107,19980916,-0.001154,0.008548
10107,19980917,-0.03004,-0.023568
10107,19980918,0.004169,0.004216
10107,19980921,0.023725,0.00205
10107,19980922,0.012167,0.007646
10107,19980923,0.040641,0.032437
10107,19980924,-0.030803,-0.019815
10107,19980925,0.026674,0.000726
10107,19980928,-0.015478,0.003589
10107,19980929,0.014037,-0.001598
10107,19980930,-0.024917,-0.025481
10107,19981001,-0.054514,-0.032744
10107,19981002,0.000601,0.013262
10107,19981005,-0.028211,-0.019592
10107,19981006,-0.035207,-0.00499
10107,19981007,-0.035851,-0.016961
10107,19981008,-0.031209,-0.017343
10107,19981009,0.062371,0.026219
10107,19981012,0.029677,0.016781
10107,19981013,-0.033208,-0.006285
10107,19981014,0.038885,0.013511
10107,19981015,0.052402,0.040646
10107,19981016,-0.003557,0.010577
10107,19981019,-0.020226,0.008334
10107,19981020,-0.026108,0.003375
10107,19981021,0.061721,0.005547
10107,19981022,0.03347,0.008724
10107,19981023,-0.032955,-0.005939
10107,19981026,0.006463,0.004563
10107,19981027,-0.015178,-0.004126
10107,19981028,0.002371,0.002622
10107,19981029,0.00887,0.015511
10107,19981030,-0.007034,0.012714
10107,19981102,-0.00059,0.014396
10107,19981103,-0.005907,-0.00087
10107,19981104,0.002971,0.009087
10107,19981105,0.008294,0.012169
10107,19981106,0.027615,0.00663
10107,19981109,0.012579,-0.008214
10107,19981110,0.012422,-0.001764
10107,19981111,-0.008924,-0.006358
10107,19981112,-0.020822,-0.00269
10107,19981113,0.011494,0.005268
10107,19981116,-0.010795,0.007449
10107,19981117,0.028145,0.00312
10107,19981118,-0.018994,0.005065
10107,19981119,0.018223,0.00729
10107,19981120,0.016779,0.008438
10107,19981123,0.048955,0.019846
10107,19981124,0.020975,-0.004701
10107,19981125,0.021058,0.003951
10107,19981127,0.030684,0.005685
10107,19981130,-0.04734,-0.022479
10107,19981201,0.061475,0.008103
10107,19981202,-0.021236,-0.00247
10107,19981203,-0.036489,-0.015497
10107,19981204,0.042989,0.019707
10107,19981207,0.048577,0.008839
10107,19981208,-0.017782,-0.004006
10107,19981209,0.01858,0.001339
10107,19981210,-0.015435,-0.015147
10107,19981211,0.018527,-0.000605
10107,19981214,-0.045243,-0.020549
10107,19981215,0.030777,0.016239
10107,19981216,0.014218,-0.000463
10107,19981217,0.004673,0.014666
10107,19981218,0.025581,0.00669
10107,19981221,0.019048,0.013469
10107,19981222,-0.014241,0.000029
10107,19981223,0.03702,0.019196
10107,19981224,-0.012625,-0.000177
10107,19981228,0.004409,0.0017
10107,19981229,-0.013169,0.011206
10107,19981230,-0.010676,-0.004896
10107,19981231,-0.002248,0.005046
10107,19990104,0.016674,-0.000831
10107,19990105,0.039007,0.011888
10107,19990106,0.032423,0.021143
10107,19990107,-0.004959,-0.000799
10107,19990108,-0.004153,0.004604
10107,19990111,-0.015847,-0.004982
10107,19990112,-0.036017,-0.018197
10107,19990113,0.011429,-0.00576
10107,19990114,-0.014342,-0.015793
10107,19990115,0.056437,0.023001
10107,19990119,0.039232,0.0076
10107,19990120,0.04498,0.002364
10107,19990121,-0.026518,-0.017356
10107,19990122,-0.013028,-0.006415
10107,19990125,0.036,0.006536
10107,19990126,0.059846,0.013889
10107,19990127,-0.017122,-0.007022
10107,19990128,0.031875,0.015965
10107,19990129,0.005747,0.009339
10107,19990201,-0.011786,-0.003402
10107,19990202,-0.030719,-0.008696
10107,19990203,-0.004847,0.009073
10107,19990204,-0.046459,-0.018078
10107,19990205,0.005894,-0.008764
10107,19990208,0.032812,0.002013
10107,19990209,-0.031392,-0.022437
10107,19990210,0.003514,0.002821
10107,19990211,0.01323,0.024302
10107,19990212,-0.030722,-0.018543
10107,19990216,-0.009509,0.006144
10107,19990217,-0.04,-0.013809
10107,19990218,-0.028333,0.009466
10107,19990219,0.013722,0.002409
10107,19990222,0.007191,0.023701
10107,19990223,0.044519,0.000693
10107,19990224,-0.016486,-0.012177
10107,19990225,0.004088,-0.007097
10107,19990226,-0.021987,-0.00488
10107,19990301,0.010824,-0.000384
10107,19990302,-0.021005,-0.006472
10107,19990303,0.007152,-0.000296
10107,19990304,0.017544,0.013488
10107,19990305,0.017652,0.020411
10107,19990308,0.02622,0.006597
10107,19990309,0.017689,-0.002177
10107,19990310,-0.002704,0.005639
10107,19990311,0.000387,0.007633
10107,19990312,-0.007743,-0.002965
10107,19990315,0.035505,0.009283
10107,19990316,0.019216,-0.001263
10107,19990317,-0.01146,-0.005089
10107,19990318,0.031788,0.01218
10107,19990319,-0.007249,-0.012261
10107,19990322,0.009493,-0.002787
10107,19990323,-0.036166,-0.026062
10107,19990324,0.028143,0.005006
10107,19990325,0.05073,0.01779
10107,19990326,-0.010073,-0.00461
10107,19990329,0.037193,0.019376
10107,19990330,0.006766,-0.006279
10107,19990331,-0.03629,-0.007844
10107,19990401,0.03417,0.005663
10107,19990405,0.024275,0.018325
10107,19990406,-0.009217,-0.002196
10107,19990407,-0.007973,0.004102
10107,19990408,0.013396,0.013218
10107,19990409,-0.003305,0.004653
10107,19990412,-0.013263,0.008995
10107,19990413,-0.030914,-0.002763
10107,19990414,-0.047157,-0.013497
10107,19990415,0.034934,-0.003236
10107,19990416,-0.025316,-0.001426
10107,19990419,-0.064935,-0.023432
10107,19990420,0.026235,0.012929
10107,19990421,-0.013534,0.024557
10107,19990422,0.035823,0.01339
10107,19990423,0.012509,0.00109
10107,19990426,0.023256,0.004594
10107,19990427,-0.045455,0.001117
10107,19990428,-0.022321,-0.008105
10107,19990429,-0.000761,-0.004461
10107,19990430,-0.009139,-0.004383
10107,19990503,-0.017679,0.011799
10107,19990504,-0.022692,-0.014288
10107,19990505,0.013611,0.009909
10107,19990506,-0.015008,-0.010719
10107,19990507,0.014435,0.008531
10107,19990510,0.007905,0.000161
10107,19990511,0.002353,0.011791
10107,19990512,0.007825,0.006233
10107,19990513,-0.017081,0.002787
10107,19990514,-0.028436,-0.02104
10107,19990517,0.029268,0.000953
10107,19990518,-0.005529,-0.003216
10107,19990519,0.007943,0.008449
10107,19990520,-0.011032,-0.00334
10107,19990521,-0.011155,-0.00535
10107,19990524,-0.004029,-0.018918
10107,19990525,-0.012945,-0.017343
10107,19990526,0.029508,0.013231
10107,19990527,-0.001592,-0.013938
10107,19990528,0.029506,0.014876
10107,19990601,-0.027111,-0.007232
10107,19990602,-0.000796,0.001216
10107,19990603,-0.026295,0.001975
10107,19990604,0.041735,0.019623
10107,19990607,0.008641,0.007281
10107,19990608,-0.010903,-0.01183
10107,19990609,0.037008,0.002111
10107,19990610,-0.029613,-0.011097
10107,19990611,-0.021909,-0.007245
10107,19990614,-0.0072,-0.004427
10107,19990615,0.001612,0.004864
10107,19990616,0.042639,0.021942
10107,19990617,0.023148,0.007096
10107,19990618,0.025641,0.002578
10107,19990621,0.046324,0.005859
10107,19990622,-0.027407,-0.008868
10107,19990623,-0.00578,-0.001549
10107,19990624,-0.015988,-0.012497
10107,19990625,0.003693,-0.000241
10107,19990628,0.021339,0.011682
10107,19990629,0.014409,0.014269
10107,19990630,0.024858,0.016033
10107,19990701,0.011088,0.00564
10107,19990702,0.00891,0.007484
10107,19990706,-0.026495,-0.000238
10107,19990707,0.030705,0.002208
10107,19990708,0.002708,0.00007
10107,19990709,0.007427,0.005734
10107,19990712,0.010054,-0.002063
10107,19990713,-0.005972,-0.00382
10107,19990714,0.014019,0.004844
10107,19990715,-0.005925,0.008301
10107,19990716,0.053642,0.004596
10107,19990719,-0.010685,-0.007754
10107,19990720,-0.051461,-0.021588
10107,19990721,0.014735,0.002601
10107,19990722,-0.038284,-0.012949
10107,19990723,-0.008922,-0.003256
10107,19990726,-0.029086,-0.009941
10107,19990727,0.013552,0.011276
10107,19990728,0.013371,0.002207
10107,19990729,-0.034028,-0.017433
10107,19990730,-0.01294,-0.006751
10107,19990802,-0.011653,-0.002197
10107,19990803,-0.000737,-0.007221
10107,19990804,0.002212,-0.014131
10107,19990805,0.009566,0.005711
10107,19990806,-0.007289,-0.009767
10107,19990809,-0.015419,-0.003409
10107,19990810,-0.01044,-0.011303
10107,19990811,0.015072,0.016401
10107,19990812,-0.028953,-0.001113
10107,19990813,0.035933,0.021934
10107,19990816,-0.004428,0.002624
10107,19990817,0.002965,0.009594
10107,19990818,0.005174,-0.007271
10107,19990819,-0.013971,-0.007277
10107,19990820,-0.00522,0.008798
10107,19990823,0.036732,0.017091
10107,19990824,0.066522,0.001877
10107,19990825,0.033898,0.011669
10107,19990826,-0.007213,-0.011717
10107,19990827,-0.014531,-0.009218
10107,19990830,-0.010724,-0.017294
10107,19990831,0.003388,-0.001395
10107,19990901,-0.002026,0.007404
10107,19990902,-0.006089,-0.008618
10107,19990903,0.044248,0.027667
10107,19990907,-0.016949,-0.00265
10107,19990908,-0.02122,-0.004867
10107,19990909,0.019648,0.003614
10107,19990910,0.009967,0.004422
10107,19990913,-0.011842,-0.006065
10107,19990914,0.01265,-0.005037
10107,19990915,-0.025641,-0.012358
10107,19990916,0.014845,-0.001897
10107,19990917,0.025931,0.012215
10107,19990920,0.011666,0.000062
10107,19990921,-0.030109,-0.018888
10107,19990922,0.015192,0.002863
10107,19990923,-0.050748,-0.022383
10107,19990924,-0.002742,-0.002169
10107,19990927,0.005498,0.004697
10107,19990928,0.007519,-0.002126
10107,19990929,-0.028494,-0.007138
10107,19990930,0.011872,0.009445
10107,19991001,-0.006384,-0.001618
10107,19991004,0.028651,0.016671
10107,19991005,-0.008103,-0.000862
10107,19991006,0.020422,0.017703
10107,19991007,0.000667,-0.004065
10107,19991008,0.012667,0.010614
10107,19991011,-0.006583,0.002385
10107,19991012,-0.018555,-0.016319
10107,19991013,-0.016205,-0.020044
10107,19991014,-0.004118,-0.000716
10107,19991015,-0.028946,-0.025649
10107,19991018,-0.002129,0.000193
10107,19991019,-0.017781,0.007499
10107,19991020,0.068791,0.018696
10107,19991021,0.008808,-0.001277
10107,19991022,-0.00403,0.013604
10107,19991025,-0.002697,-0.003904
10107,19991026,-0.000676,-0.00807
10107,19991027,-0.016238,0.00821
10107,19991028,-0.011004,0.032519
10107,19991029,0.029903,0.017001
10107,19991101,-0.002026,-0.003594
10107,19991102,0.00203,-0.00278
10107,19991103,-0.006077,0.007196
10107,19991104,-0.002717,0.006528
10107,19991105,-0.002044,0.007391
10107,19991108,-0.017747,0.006052
10107,19991109,-0.011814,-0.007049
10107,19991110,-0.019691,0.005549
10107,19991111,0.028694,0.004386
10107,19991112,-0.004881,0.010538
10107,19991115,-0.024527,0.00131
10107,19991116,0.003592,0.018092
10107,19991117,-0.026485,-0.006
10107,19991118,-0.000735,0.011246
10107,19991119,0.012509,-0.000821
10107,19991122,0.044331,-0.000096
10107,19991123,-0.002088,-0.01234
10107,19991124,0.023013,0.008769
10107,19991126,-0.006135,0.00284
10107,19991129,-0.010288,-0.006324
10107,19991130,0.009529,-0.013074
10107,19991201,0.023511,0.005045
10107,19991202,0.017438,0.011141
10107,19991203,0.013843,0.015814
10107,19991206,-0.007152,-0.003118
10107,19991207,-0.02554,-0.003852
10107,19991208,-0.013441,-0.00092
10107,19991209,0.010899,0.001666
10107,19991210,0.012129,0.005711
10107,19991213,0.029294,0.000994
10107,19991214,0.021345,-0.012647
10107,19991215,0.098797,0.005367
10107,19991216,0.048415,0.006939
10107,19991217,0.013744,0.003046
10107,19991220,-0.021692,-0.000494
10107,19991221,0.027716,0.015016
10107,19991222,0.014563,0.00322
10107,19991223,-0.001063,0.013459
10107,19991227,0.014369,-0.000479
10107,19991228,-0.013641,0.001559
10107,19991229,0.003723,0.006572
10107,19991230,-0.00265,0.000829
10107,19991231,-0.007439,0.0062
10107,20000103,-0.001606,-0.006803
10107,20000104,-0.03378,-0.039652
10107,20000105,0.010544,-0.000935
10107,20000106,-0.033498,-0.007391
10107,20000107,0.013068,0.032516
10107,20000110,0.007291,0.018608
10107,20000111,-0.025612,-0.016941
10107,20000112,-0.032571,-0.006922
10107,20000113,0.018901,0.016265
10107,20000114,0.041159,0.011137
10107,20000118,0.027283,-0.00086
10107,20000119,-0.072087,0.004631
10107,20000120,-0.009346,-0.002801
10107,20000121,-0.021226,0.002655
10107,20000124,-0.024096,-0.025311
10107,20000125,0.015432,0.005547
10107,20000126,-0.033435,-0.00453
10107,20000127,-0.006289,-0.003521
10107,20000128,-0.005063,-0.028051
10107,20000131,-0.003817,0.014744
10107,20000201,0.051724,0.0123
10107,20000202,-0.020644,0.003106
10107,20000203,0.027898,0.015598
10107,20000204,0.028347,0.001021
10107,20000207,0.000587,0.003075
10107,20000208,0.031067,0.012724
10107,20000209,-0.054008,-0.017185
10107,20000210,0.019231,0.006488
10107,20000211,-0.057193,-0.017335
10107,20000214,-0.003127,0.002672
10107,20000215,-0.010665,0.00737
10107,20000216,-0.009512,-0.005258
10107,20000217,0.020487,0.005036
10107,20000218,-0.045797,-0.02605
10107,20000222,-0.013149,0.000556
10107,20000223,0.004664,0.012353
10107,20000224,0.005305,-0.000378
10107,20000225,-0.03628,-0.009546
10107,20000228,0.002738,0.007756
10107,20000229,-0.023891,0.019138
10107,20000301,0.016084,0.014596
10107,20000302,0.028217,-0.000614
10107,20000303,0.029451,0.02259
10107,20000306,-0.057217,-0.006612
10107,20000307,0.024828,-0.021824
10107,20000308,0.028937,0.006478
10107,20000309,0.046436,0.023977
10107,20000310,0.01,-0.002837
10107,20000313,-0.029703,-0.014555
10107,20000314,-0.029337,-0.022405
10107,20000315,0.002628,0.006799
10107,20000316,0,0.041149
10107,20000317,0.04194,0.006478
10107,20000320,-0.020126,-0.016474
10107,20000321,0.055199,0.019027
10107,20000322,0.004866,0.013567
10107,20000323,0.083535,0.014405
10107,20000324,-0.001676,0.002147
10107,20000327,-0.068271,-0.003358
10107,20000328,0.002402,-0.013168
10107,20000329,0.027561,-0.010693
10107,20000330,-0.035569,-0.018181
10107,20000331,0.027811,0.012111
10107,20000403,-0.144706,-0.017206
10107,20000404,-0.025447,-0.012824
10107,20000405,-0.0247,0.00106
10107,20000406,-0.004342,0.015859
10107,20000407,0.03561,0.014535
10107,20000410,-0.033684,-0.019337
10107,20000411,-0.025418,-0.010238
10107,20000412,-0.053651,-0.029996
10107,20000413,-0.001575,-0.017135
10107,20000414,-0.064669,-0.066175
10107,20000417,0.023609,0.029299
10107,20000418,0.061779,0.038392
10107,20000419,-0.023274,-0.007378
10107,20000420,0.003177,0.000561
10107,20000424,-0.155978,-0.010579
10107,20000425,0.041276,0.038638
10107,20000426,-0.01982,-0.011333
10107,20000427,0.026654,0.007165
10107,20000428,-0.000895,0.000972
10107,20000501,0.052867,0.015141
10107,20000502,-0.048511,-0.019366
10107,20000503,0.009839,-0.021067
10107,20000504,-0.001771,0.000882
10107,20000505,0.00976,0.015485
10107,20000508,-0.018453,-0.010189
10107,20000509,-0.028648,-0.01178
10107,20000510,-0.023963,-0.026778
10107,20000511,0.025496,0.020428
10107,20000512,0.013812,0.008521
10107,20000515,0.008174,0.020691
10107,20000516,0.001802,0.013807
10107,20000517,-0.026079,-0.013413
10107,20000518,-0.022161,-0.010467
10107,20000519,-0.016997,-0.024081
10107,20000522,-0.013449,-0.007917
10107,20000523,-0.015579,-0.023379
10107,20000524,0.037587,0.015412
10107,20000525,-0.061964,-0.011616
10107,20000526,-0.001016,-0.001785
10107,20000530,0.031536,0.037875
10107,20000531,-0.012821,-0.00174
10107,20000601,0.031968,0.025195
10107,20000602,0.027106,0.029096
10107,20000605,0.008483,-0.003705
10107,20000606,0.041121,-0.007927
10107,20000607,0.012567,0.011114
10107,20000608,-0.023936,-0.00512
10107,20000609,0,0.001025
10107,20000612,-0.028156,-0.011024
10107,20000613,0.014953,0.014502
10107,20000614,0.038674,-0.000844
10107,20000615,0.026596,0.00497
10107,20000616,0.002591,-0.006716
10107,20000619,0.015504,0.016156
10107,20000620,0.016964,-0.00243
10107,20000621,0.076731,0.003636
10107,20000622,-0.01007,-0.018904
10107,20000623,-0.027387,-0.009194
10107,20000626,0.023331,0.009773
10107,20000627,-0.008648,-0.0053
10107,20000628,0.001586,0.007521
10107,20000629,-0.022169,-0.006933
10107,20000630,0.036437,0.0074
10107,20000703,0,0.010019
10107,20000705,-0.01875,-0.01579
10107,20000706,0.031051,0.008412
10107,20000707,0.013127,0.014433
10107,20000710,-0.03125,-0.001199
10107,20000711,-0.003934,0.002003
10107,20000712,0.015008,0.013264
10107,20000713,-0.004669,0.005768
10107,20000714,-0.01251,0.009675
10107,20000717,-0.009501,0.001402
10107,20000718,0.003997,-0.012818
10107,20000719,-0.068471,-0.011338
10107,20000720,0.023077,0.01325
10107,20000721,-0.033417,-0.011642
10107,20000724,-0.024201,-0.013586
10107,20000725,-0.022143,0.005435
10107,20000726,-0.01721,-0.01171
10107,20000727,0.023041,-0.009848
10107,20000728,0.004505,-0.023334
10107,20000731,0.001794,0.010123
10107,20000801,-0.016115,0.001448
10107,20000802,0.010009,0.00069
10107,20000803,0.012613,0.010131
10107,20000804,-0.016014,0.009086
10107,20000807,0.012658,0.012497
10107,20000808,0.058929,0.001074
10107,20000809,0.001686,-0.005173
10107,20000810,-0.021886,-0.009367
10107,20000811,-0.002582,0.008345
10107,20000814,-0.003451,0.012661
10107,20000815,-0.007792,-0.003819
10107,20000816,-0.008726,-0.001037
10107,20000817,0.007923,0.011605
10107,20000818,-0.00786,-0.002649
10107,20000821,-0.005282,0.003793
10107,20000822,0.00885,0.000292
10107,20000823,-0.007018,0.00503
10107,20000824,0.0053,0.003506
10107,20000825,-0.00703,0.000084
10107,20000828,0.009735,0.004815
10107,20000829,-0.005259,-0.000658
10107,20000830,-0.013216,-0.000758
10107,20000831,-0.002679,0.011971
10107,20000901,0.005372,0.004986
10107,20000905,-0.00089,-0.008874
10107,20000906,-0.009804,-0.012165
10107,20000907,0.009001,0.007519
10107,20000908,-0.010705,-0.008837
10107,20000911,-0.007214,-0.004717
10107,20000912,-0.009991,-0.005147
10107,20000913,0.001835,0.003437
10107,20000914,-0.035714,0.001404
10107,20000915,-0.024691,-0.011252
10107,20000918,-0.0185,-0.018458
10107,20000919,0.031746,0.012571
10107,20000920,-0.011538,-0.004483
10107,20000921,-0.000973,-0.005631
10107,20000922,-0.014606,0.004009
10107,20000925,-0.031621,-0.004854
10107,20000926,0.023469,-0.009139
10107,20000927,-0.032901,-0.002495
10107,20000928,0.01134,0.022718
10107,20000929,-0.01631,-0.012354
10107,20001002,-0.019689,-0.005967
10107,20001003,-0.04334,-0.012101
10107,20001004,-0.01989,0.006403
10107,20001005,-0.001127,-0.001192
10107,20001006,0.003386,-0.021602
10107,20001009,-0.024747,-0.003434
10107,20001010,0.00692,-0.014331
10107,20001011,0.021764,-0.017175
10107,20001012,-0.024664,-0.027423
10107,20001013,-0.011494,0.03863
10107,20001016,-0.062791,0.002233
10107,20001017,0.001241,-0.019825
10107,20001018,0.026022,-0.008593
10107,20001019,0.195652,0.03702
10107,20001020,0.053535,0.009775
10107,20001023,-0.04698,0.000144
10107,20001024,-0.01006,-0.00098
10107,20001025,-0.004065,-0.02745
10107,20001026,0.052041,0.000603
10107,20001027,0.050436,0.008625
10107,20001030,0.020314,0.006715
10107,20001031,-0.002715,0.028395
10107,20001101,0.010889,-0.004313
10107,20001102,0.009874,0.010034
10107,20001103,-0.029333,0.000548
10107,20001106,0.018315,0.001272
10107,20001107,0.014388,-0.000987
10107,20001108,-0.015071,-0.018907
10107,20001109,0.020702,-0.009808
10107,20001110,-0.049383,-0.026389
10107,20001113,-0.013915,-0.013356
10107,20001114,0.035748,0.02607
10107,20001115,0.018165,0.005432
10107,20001116,-0.016057,-0.016411
