Date,Open,High,Low,Close,Adj Close,Volume
1990-01-02,22.645794,23.452438,22.586042,23.422562,10.765285,7365514
1990-01-03,23.601816,23.781071,23.512190,23.631693,10.861400,9899344
1990-01-04,23.661568,23.990202,23.631693,23.900574,10.984985,10119841
1990-01-05,23.870699,24.288958,23.781071,23.840822,10.957513,7918220
1990-01-08,23.721319,24.109703,23.721319,23.990202,11.026177,4837959
1990-01-09,24.020077,24.199331,23.751196,23.751196,10.916327,7372208
1990-01-10,23.781071,23.900574,23.571941,23.661568,10.875129,6219098
1990-01-11,23.781071,23.990202,23.751196,23.870699,10.971250,6177258
1990-01-12,23.571941,23.721319,23.332935,23.392687,10.751551,5638777
1990-01-15,23.332935,23.512190,23.243307,23.452438,10.779015,4221238
1990-01-16,23.303059,23.990202,23.303059,23.930449,10.998717,8598538
1990-01-17,23.990202,24.109703,23.512190,23.631693,10.861400,9336596
1990-01-18,23.422562,23.810946,23.332935,23.781071,10.930059,7245014
1990-01-19,23.840822,23.870699,23.542065,23.571941,10.833940,6898161
1990-01-22,23.601816,23.691444,23.064054,23.093929,10.614234,7199409
1990-01-23,23.183556,23.482313,23.093929,23.123804,10.627972,6195249
1990-01-24,22.884798,23.392687,22.825048,23.303059,10.710357,10272138
1990-01-25,23.392687,23.392687,22.705545,22.914675,10.531851,7104850
1990-01-26,22.974426,23.243307,22.735420,23.153681,10.641700,7683498
1990-01-29,23.273184,23.362810,22.825048,23.243307,10.682895,5390666
1990-01-30,23.273184,23.332935,22.884798,23.243307,10.682895,9044553
1990-01-31,23.422562,23.571941,23.332935,23.571941,10.833940,8840792
1990-02-01,23.571941,23.840822,23.362810,23.362810,10.737823,7221166
1990-02-02,23.392687,23.601816,23.392687,23.512190,10.806473,6343362
1990-02-05,23.332935,23.870699,23.303059,23.810946,11.080073,5542963
1990-02-06,23.810946,24.229206,23.571941,24.139580,11.232999,11305168
1990-02-07,24.079828,24.796844,24.049952,24.647467,11.469332,12612250
1990-02-08,24.766970,24.826721,24.348709,24.557838,11.427631,8296872
1990-02-09,24.587715,24.677341,24.378586,24.498089,11.399820,5294434
1990-02-12,24.468212,24.468212,24.049952,24.169455,11.246902,4985654
1990-02-13,24.348709,24.677341,24.199331,24.677341,11.483237,7498146
1990-02-14,24.707218,24.916348,24.677341,24.796844,11.538837,6283113
1990-02-15,24.886473,25.005976,24.796844,24.796844,11.538837,5966384
1990-02-16,24.976099,24.976099,24.707218,24.737095,11.511041,9210658
1990-02-20,24.527964,24.647467,24.438337,24.587715,11.441535,5857182
1990-02-21,24.438337,25.125479,24.378586,25.065727,11.663965,8468834
1990-02-22,25.095602,25.215105,24.677341,24.677341,11.483237,9608138
1990-02-23,24.557838,24.826721,24.378586,24.527964,11.413715,6539174
1990-02-26,24.617592,24.886473,24.498089,24.856598,11.566648,5738356
1990-02-27,24.886473,25.215105,24.766970,24.796844,11.538837,7207777
1990-02-28,24.766970,25.005976,24.647467,24.826721,11.552743,6026215
1990-03-01,24.796844,24.946224,24.707218,24.856598,11.566648,4697377
1990-03-02,24.856598,25.185228,24.856598,25.065727,11.663965,5951740
1990-03-05,25.065727,25.304731,25.005976,25.095602,11.677866,5762623
1990-03-06,25.155354,25.274857,24.916348,25.274857,11.761281,5335437
1990-03-07,25.334608,25.394360,25.155354,25.215105,11.733471,6441686
1990-03-08,25.334608,25.663240,25.334608,25.573614,11.900304,7267190
1990-03-09,25.573614,25.663240,25.394360,25.454111,11.844698,7325347
1990-03-12,25.454111,25.752869,25.394360,25.752869,11.983714,6329555
1990-03-13,25.693117,25.872372,25.394360,25.394360,11.816893,8682637
1990-03-14,25.543737,25.573614,25.244982,25.394360,11.816893,5220377
1990-03-15,25.483988,25.663240,25.454111,25.573614,11.900304,5573088
1990-03-16,25.752869,25.991875,25.663240,25.961998,12.081033,10770034
1990-03-19,25.842495,26.081501,25.663240,26.051624,12.122746,6724525
1990-03-20,26.021749,26.141253,25.782743,25.812620,12.011517,7747094
1990-03-21,25.932121,25.932121,25.603489,25.633366,11.928106,3545103
1990-03-22,25.573614,25.693117,25.215105,25.454111,11.844698,5022055
1990-03-23,25.334608,25.364485,25.065727,25.095602,11.677866,4809090
1990-03-26,25.215105,25.274857,24.886473,24.886473,11.580556,3504100
1990-03-27,24.766970,25.035851,24.707218,24.976099,11.622260,5536269
1990-03-28,24.916348,25.304731,24.796844,25.304731,11.775184,6092322
1990-03-29,25.334608,25.543737,25.274857,25.334608,11.789086,5917013
1990-03-30,25.424234,25.513863,25.244982,25.364485,11.802981,5966384
1990-04-02,25.125479,25.304731,25.095602,25.304731,11.775184,5432087
1990-04-03,25.334608,25.513863,25.334608,25.483988,11.858595,4394874
1990-04-04,25.483988,25.752869,25.304731,25.454111,11.844698,7180581
1990-04-05,25.513863,25.543737,25.304731,25.364485,11.802981,3633386
1990-04-06,25.394360,25.424234,25.155354,25.304731,11.775184,3147623
1990-04-09,25.244982,25.304731,25.155354,25.215105,11.733471,3275235
1990-04-10,25.155354,25.424234,25.125479,25.304731,11.775184,3911203
1990-04-11,25.364485,25.454111,25.304731,25.424234,11.830791,2699517
1990-04-12,25.603489,25.812620,25.573614,25.603489,11.914209,3855974
1990-04-16,26.290630,26.589388,26.290630,26.499762,12.331268,17241009
1990-04-17,26.410133,26.589388,26.260756,26.559511,12.359076,8009850
1990-04-18,26.499762,26.499762,26.171127,26.260756,12.220055,6405704
1990-04-19,26.171127,26.350382,26.081501,26.081501,12.136643,6391060
1990-04-20,26.141253,26.171127,25.872372,26.141253,12.164451,6930796
1990-04-23,26.051624,26.171127,25.961998,26.141253,12.164451,5649237
1990-04-24,26.201004,26.380259,26.021749,26.021749,12.108838,5466814
1990-04-25,26.111378,26.320507,26.081501,26.141253,12.164451,4909506
1990-04-26,26.260756,26.290630,25.932121,25.991875,12.094936,5783543
1990-04-27,26.051624,26.051624,25.663240,25.663240,11.942009,4107014
1990-04-30,25.573614,26.111378,25.573614,26.051624,12.122746,6748374
1990-05-01,26.171127,26.201004,25.782743,25.812620,12.011517,4879381
1990-05-02,25.812620,26.081501,25.812620,26.081501,12.136643,5090254
1990-05-03,26.171127,26.320507,26.081501,26.111378,12.150545,6981841
1990-05-04,25.961998,26.440010,25.872372,26.410133,12.427207,6327463
1990-05-07,26.410133,26.619265,26.350382,26.410133,12.427207,5460957
1990-05-08,26.410133,26.529636,26.380259,26.469885,12.455317,5190252
1990-05-09,26.469885,26.589388,26.380259,26.589388,12.511548,5083560
1990-05-10,26.619265,26.977772,26.589388,26.858271,12.638072,7586847
1990-05-11,27.157026,27.366158,27.007648,27.246655,12.820819,10657903
1990-05-14,27.276529,27.605164,27.246655,27.306404,12.848946,9667550
1990-05-15,27.216778,27.635038,27.186901,27.635038,13.003582,6217424
1990-05-16,27.545410,27.664913,27.396032,27.575287,12.975458,7370116
1990-05-17,27.694790,27.784416,27.515535,27.754541,13.059808,6370558
1990-05-18,27.694790,27.784416,27.545410,27.575287,12.975458,7406517
1990-05-21,27.515535,28.053299,27.515535,27.963671,13.158223,7261750
1990-05-22,28.083174,28.142925,27.874044,28.142925,13.242559,8090182
1990-05-23,28.083174,28.381931,28.023422,28.381931,13.355023,7125770
1990-05-24,28.381931,28.411806,28.172800,28.381931,13.355023,6047135
1990-05-25,28.113050,28.202677,27.754541,27.784416,13.073866,4806161
1990-05-29,27.963671,28.650812,27.903919,28.620937,13.467497,8201058
1990-05-30,28.680689,29.188576,28.591061,28.889818,13.594010,11953688
1990-05-31,28.620937,28.889818,28.561186,28.680689,13.495607,8329926
1990-06-01,28.800192,28.859943,28.441683,28.561186,13.439375,6451728
1990-06-04,28.561186,28.889818,28.501434,28.770315,13.537782,5432087
1990-06-05,28.800192,29.128824,28.710564,28.859943,13.579955,9840350
1990-06-06,28.770315,29.218451,28.770315,28.830067,13.565893,6458004
1990-06-07,28.979446,29.039198,28.620937,28.830067,13.565893,6223282
1990-06-08,28.889818,28.889818,28.352055,28.381931,13.355023,5988559
1990-06-11,28.352055,28.740440,28.352055,28.650812,13.481549,4525833
1990-06-12,28.710564,28.889818,28.501434,28.740440,13.523724,5758021
1990-06-13,28.800192,29.188576,28.740440,29.009321,13.650244,9376344
1990-06-14,28.979446,29.128824,28.710564,28.889818,13.594010,7105687
1990-06-15,28.770315,28.979446,28.710564,28.770315,13.537782,8836190
1990-06-18,28.740440,28.859943,28.352055,28.352055,13.340963,6242528
1990-06-19,28.411806,28.471558,28.172800,28.381931,13.355023,6048390
1990-06-20,28.381931,28.471558,28.023422,28.202677,13.270679,4230861
1990-06-21,28.202677,28.471558,28.083174,28.471558,13.397201,4189021
1990-06-22,28.441683,28.561186,27.784416,27.784416,13.073866,5021218
1990-06-25,27.874044,28.023422,27.844168,27.874044,13.116040,4712021
1990-06-26,28.113050,28.202677,27.844168,27.903919,13.130099,5248410
1990-06-27,27.933796,28.232553,27.903919,28.202677,13.270679,4818713
1990-06-28,28.262428,28.292303,28.083174,28.113050,13.228501,3363099
1990-06-29,28.113050,28.232553,28.053299,28.083174,13.214447,3571881
1990-07-02,28.083174,28.381931,28.053299,28.322180,13.326910,3832544
1990-07-03,28.352055,28.381931,28.113050,28.113050,13.228501,2443874
1990-07-05,28.083174,28.113050,27.933796,28.053299,13.200387,3555563
1990-07-06,27.993547,28.322180,27.963671,28.202677,13.270679,2964782
1990-07-09,28.232553,28.501434,28.172800,28.441683,13.383142,3835891
1990-07-10,28.501434,28.620937,28.142925,28.142925,13.242559,5204896
1990-07-11,28.232553,28.501434,28.172800,28.471558,13.397201,4288600
1990-07-12,28.441683,28.770315,28.381931,28.680689,13.495607,7265098
1990-07-13,28.830067,29.188576,28.740440,28.919695,13.608068,9018194
1990-07-16,29.158701,29.427582,28.979446,29.248327,13.762703,9334922
1990-07-17,29.278202,29.278202,28.650812,28.859943,13.579955,7052969
1990-07-18,28.889818,29.069073,28.650812,28.650812,13.481549,7046274
1990-07-19,28.591061,28.710564,28.381931,28.680689,13.495607,6007387
1990-07-20,28.710564,28.740440,28.083174,28.113050,13.228501,7357982
1990-07-23,28.142925,28.142925,27.276529,27.694790,13.031697,8967567
1990-07-24,27.694790,27.724665,27.157026,27.425907,12.905174,6441268
1990-07-25,27.366158,27.605164,27.306404,27.425907,12.905174,5709905
1990-07-26,27.396032,27.396032,26.828394,27.037523,12.722419,5735846
1990-07-27,26.947897,26.947897,26.440010,26.619265,12.525611,7724919
1990-07-30,26.469885,26.858271,26.410133,26.798517,12.609957,6195249
1990-07-31,26.858271,26.977772,26.440010,26.649139,12.539665,5729151
1990-08-01,26.738768,26.858271,26.440010,26.679014,12.553721,7155895
1990-08-02,26.051624,26.469885,26.051624,26.230881,12.342852,7818641
1990-08-03,26.111378,26.171127,24.796844,25.842495,12.160099,14849853
1990-08-06,24.826721,24.946224,24.498089,24.826721,11.814335,9560440
1990-08-07,25.005976,25.095602,24.498089,24.617592,11.714830,9358771
1990-08-08,24.617592,24.826721,24.587715,24.647467,11.729040,7886003
1990-08-09,24.737095,24.826721,24.617592,24.677341,11.743261,5287321
1990-08-10,24.677341,24.766970,24.259083,24.378586,11.601087,6060524
1990-08-13,24.259083,24.856598,24.139580,24.796844,11.800131,6622435
1990-08-14,24.766970,25.125479,24.647467,24.946224,11.871213,6928286
1990-08-15,25.125479,25.155354,24.976099,25.095602,11.942299,6338342
1990-08-16,24.916348,25.274857,24.796844,24.796844,11.800131,8499378
1990-08-17,24.617592,24.707218,24.079828,24.229206,11.530007,11048270
1990-08-20,24.378586,24.557838,24.348709,24.438337,11.629527,5183139
1990-08-21,24.049952,24.318834,23.840822,24.020077,11.430486,9999342
